Genome_ID,Microbiome,Gene_count,DNA_UMAP_1,DNA_UMAP_2,DNA_cluster,Functional_UMAP_1,Functional_UMAP_2,Functional_cluster
MGYG000000132,Gut,2621,-0.46689558,11.323046,3,16.335917,1.8651012,4
MGYG000000133,Gut,2948,-5.248943,1.507962,5,9.575924,-5.8965135,7
MGYG000000134,Gut,2932,-1.7332506,12.074353,3,16.370949,1.8326727,4
MGYG000000135,Gut,4631,-4.1998873,1.3699839,5,8.661653,-5.7897606,7
MGYG000000136,Gut,3421,-5.913088,2.2105548,5,11.247055,-5.369929,7
MGYG000000137,Gut,3432,-4.5912476,2.562536,5,9.427715,-5.810695,7
MGYG000000138,Gut,3792,1.607031,4.9914713,4,-3.22431,16.16764,2
MGYG000000139,Gut,2256,-4.063287,8.151784,5,11.486728,-6.0218396,7
MGYG000000140,Gut,2939,-6.043841,1.8575251,5,9.584655,-6.0181932,7
MGYG000000141,Gut,3181,-5.5348544,1.5816462,5,9.414065,-5.942802,7
MGYG000000142,Gut,3055,-5.4124527,1.5570725,5,9.535983,-5.8744874,7
MGYG000000143,Gut,2475,-0.6686177,12.010335,3,10.545209,-3.2604585,8
MGYG000000144,Gut,2489,1.5978137,5.267505,4,-1.0067748,14.689646,3
MGYG000000145,Gut,4051,-4.2760587,1.2976974,5,8.752452,-5.2235603,7
MGYG000000146,Gut,3147,-6.0687046,2.0356631,5,9.406591,-6.2639346,7
MGYG000000147,Gut,4130,-2.4662056,4.0442023,5,10.252335,5.8286886,4
MGYG000000148,Gut,2558,-6.099343,2.2063317,5,9.524933,-6.482156,7
MGYG000000149,Gut,3375,-4.9131336,12.181561,2,10.55236,-3.273998,8
MGYG000000150,Gut,6531,-3.8636317,1.8232328,5,8.6481285,-5.6183767,7
MGYG000000151,Gut,3141,-4.8121576,12.034651,2,10.540327,-3.2601662,8
MGYG000000152,Gut,5451,-4.2171297,1.2758672,5,8.686101,-5.387821,7
MGYG000000153,Gut,2708,-4.5514727,2.5934312,5,11.17258,-5.358761,7
MGYG000000154,Gut,2694,-5.4906273,1.8126026,5,11.262041,-5.448708,7
MGYG000000155,Gut,1957,1.2246214,9.675986,3,13.496501,5.137072,4
MGYG000000156,Gut,1849,13.414026,3.0677958,0,11.689689,14.064647,1
MGYG000000157,Gut,3137,-4.771921,12.256543,2,10.389663,-3.123317,8
MGYG000000158,Gut,1867,13.33765,3.07021,0,11.722778,13.979441,1
MGYG000000159,Gut,2955,-4.9885817,2.067675,5,9.418096,-6.3189535,7
MGYG000000160,Gut,1681,6.6678348,3.1836174,1,12.36786,13.056822,1
MGYG000000161,Gut,1965,1.0800259,10.0992985,3,13.77471,5.4418154,4
MGYG000000162,Gut,2951,0.26033923,11.101693,3,12.837912,5.2005124,4
MGYG000000163,Gut,2589,0.6476199,11.190371,3,12.844179,5.1940737,4
MGYG000000164,Gut,2846,-5.999654,1.8584086,5,9.491149,-6.32737,7
MGYG000000165,Gut,3525,-4.041912,2.0621772,5,8.924007,-6.1114054,7
MGYG000000166,Gut,1830,1.279734,9.612071,3,13.62108,5.2526555,4
MGYG000000167,Gut,1860,13.31077,3.065337,0,11.677599,14.028155,1
MGYG000000168,Gut,3884,1.1546421,5.477902,4,-3.2231655,16.740145,2
MGYG000000169,Gut,2348,-3.9863575,8.095213,5,11.479422,-6.0189743,7
MGYG000000170,Gut,2418,3.826046,3.214024,4,1.2368492,13.2898,3
MGYG000000171,Gut,3165,-5.9769516,1.7713319,5,9.486326,-5.9192195,7
MGYG000000172,Gut,5455,-2.49202,1.1287899,5,8.63095,-5.2654705,7
MGYG000000173,Gut,1800,-1.3308576,11.489697,3,16.065054,2.1155157,4
MGYG000000174,Gut,4668,1.5166779,4.972247,4,-3.304089,16.09074,2
MGYG000000175,Gut,4371,-4.093175,1.7417365,5,8.791109,-5.9459,7
MGYG000000176,Gut,5135,-4.468813,1.6942947,5,8.73615,-5.888768,7
MGYG000000177,Gut,2254,-4.468708,2.1288545,5,5.962734,-3.3097115,8
MGYG000000178,Gut,2766,-2.1070194,0.1928505,5,5.3685718,-3.496256,8
MGYG000000179,Gut,5336,-3.725116,1.3052273,5,8.663677,-5.2945304,7
MGYG000000180,Gut,1947,13.305468,3.0128565,0,11.732907,14.012264,1
MGYG000000181,Gut,2672,-6.053539,2.139784,5,9.5314865,-6.3973613,7
MGYG000000182,Gut,2223,4.0708923,4.966792,4,-6.3106313,-1.4559028,5
MGYG000000183,Gut,4092,1.1512775,5.4681797,4,-3.2134478,16.720356,2
MGYG000000184,Gut,3241,-5.587641,1.5000979,5,9.447557,-5.858953,7
MGYG000000185,Gut,2843,-1.7450383,3.1564372,5,5.5785046,-3.7214146,8
MGYG000000186,Gut,2042,-1.2149591,11.475086,3,16.138905,2.0524368,4
MGYG000000187,Gut,2720,-4.217894,7.7128468,5,11.6258745,-5.391252,7
MGYG000000188,Gut,1831,13.379167,3.2112093,0,11.611471,14.062464,1
MGYG000000189,Gut,2426,-5.839531,1.9925683,5,11.624874,-5.826994,7
MGYG000000190,Gut,2447,-5.873571,2.2443142,5,11.597409,-5.744799,7
MGYG000000191,Gut,2691,-1.2995182,5.3121614,5,10.426462,5.7979136,4
MGYG000000192,Gut,3109,-2.4027178,3.6361828,5,16.336885,1.8642573,4
MGYG000000193,Gut,3619,-5.5214825,2.1444879,5,9.450705,-5.743412,7
MGYG000000194,Gut,3127,-4.4803605,2.0053668,5,9.006512,-4.946968,7
MGYG000000195,Gut,2910,-1.2744238,1.2484897,5,5.4853344,-5.1985607,8
MGYG000000196,Gut,4815,1.9762169,4.731147,4,-3.0749834,15.646128,2
MGYG000000197,Gut,1878,13.354166,2.970716,0,11.480777,14.117832,1
MGYG000000198,Gut,5696,-3.7550197,1.3298496,5,8.646297,-5.2954373,7
MGYG000000199,Gut,1857,0.875528,11.374954,3,13.383613,4.005929,4
MGYG000000200,Gut,3648,-5.675538,1.5265073,5,9.41288,-5.8365545,7
MGYG000000201,Gut,4038,-5.1739407,1.6084106,5,9.370234,-5.8312573,7
MGYG000000202,Gut,4222,-3.788158,1.8796371,5,8.702537,-5.784595,7
MGYG000000203,Gut,3431,1.1470438,5.437746,4,-3.2109652,16.736872,2
MGYG000000204,Gut,2147,-4.0213003,8.20099,5,11.466594,-6.0365124,7
MGYG000000205,Gut,3262,-4.274324,2.5848527,5,9.010221,-4.9169407,7
MGYG000000206,Gut,2733,-5.812685,1.9420985,5,9.469089,-6.4130144,7
MGYG000000207,Gut,1800,13.828263,3.1972723,0,11.665087,14.243546,1
MGYG000000208,Gut,2313,-4.0551314,8.104299,5,11.466829,-6.0969677,7
MGYG000000209,Gut,2558,-5.539202,2.4684205,5,11.591445,-5.774857,7
MGYG000000210,Gut,1806,13.353552,3.0490499,0,11.686585,14.188004,1
MGYG000000211,Gut,4778,2.0682058,4.7020802,4,-3.0303378,15.686721,2
MGYG000000212,Gut,3223,-5.946645,1.7301518,5,9.4113035,-5.929506,7
MGYG000000213,Gut,3934,-5.7621837,1.5710301,5,9.392204,-5.836147,7
MGYG000000214,Gut,1855,0.7095072,14.210533,-1,-7.0180798,-0.9443681,5
MGYG000000215,Gut,2570,3.8652098,6.5740337,4,-0.9529955,17.19271,2
MGYG000000216,Gut,3532,-5.5835214,1.4567313,5,9.480837,-5.842423,7
MGYG000000217,Gut,3476,-5.0797863,1.7943659,5,10.934283,-5.173244,7
MGYG000000218,Gut,2044,-2.321875,0.75645936,5,-6.507233,-2.0557377,5
MGYG000000219,Gut,3606,-2.896399,2.2054653,5,8.730157,-5.786276,7
MGYG000000220,Gut,2692,-1.9251369,0.48944846,5,4.8008256,-3.6917095,8
MGYG000000221,Gut,2740,1.8146933,5.1367617,4,-2.964249,16.229912,2
MGYG000000222,Gut,3219,1.7200786,5.0570183,4,-3.1747851,16.199469,2
MGYG000000223,Gut,3944,-1.2220618,11.422737,3,16.366446,1.8460822,4
MGYG000000224,Gut,2935,2.2802997,4.851536,4,-2.6768537,16.052803,2
MGYG000000225,Gut,1810,1.2035679,6.7338986,4,-8.014747,8.0285,6
MGYG000000226,Gut,2087,1.0555093,10.6726,3,13.4132,4.4667172,4
MGYG000000227,Gut,4489,-2.4553843,4.0424275,5,10.194681,5.812428,4
MGYG000000228,Gut,1870,13.355665,3.0538204,0,11.709347,14.047695,1
MGYG000000229,Gut,2462,-6.07552,2.0640411,5,9.51056,-6.4405665,7
MGYG000000230,Gut,1826,1.0726284,10.878555,3,13.429666,4.3773847,4
MGYG000000231,Gut,2507,-4.3258963,7.4962687,5,11.668976,-5.8572927,7
MGYG000000232,Gut,1857,13.384363,3.00062,0,11.701787,14.050219,1
MGYG000000233,Gut,2854,-4.3365445,2.5852463,5,8.996809,-4.953069,7
MGYG000000234,Gut,2046,-1.2144085,12.260014,3,13.271362,4.594717,4
MGYG000000235,Gut,4541,2.4232376,-6.1681194,-1,-10.965009,11.403707,6
MGYG000000236,Gut,4201,1.9204816,4.759685,4,-2.985801,15.791926,2
MGYG000000237,Gut,1883,13.523511,3.0042975,0,11.610733,14.053667,1
MGYG000000238,Gut,3213,0.37455547,11.105639,3,12.829124,5.209359,4
MGYG000000239,Gut,1834,13.411831,3.0454826,0,11.684458,14.099137,1
MGYG000000240,Gut,2377,-1.344199,11.516757,3,16.22941,1.9673585,4
MGYG000000241,Gut,2187,-0.9725728,1.9024706,5,-3.5970845,0.7063918,5
MGYG000000242,Gut,3332,-4.725932,1.4544806,5,8.955877,-4.989165,7
MGYG000000243,Gut,3092,2.2006238,4.777952,4,-2.659222,16.093735,2
MGYG000000244,Gut,2242,-1.5853428,11.36848,3,16.252352,1.9449062,4
MGYG000000245,Gut,3601,-6.0332174,1.9892061,5,11.168427,-5.404472,7
MGYG000000246,Gut,2040,1.0721954,10.701982,3,13.501587,4.1375556,4
MGYG000000247,Gut,1402,6.6754127,3.1525877,1,12.47083,13.021999,1
MGYG000000248,Gut,2025,1.2217879,9.657639,3,13.505074,5.1444826,4
MGYG000000249,Gut,2746,-6.1474004,1.9956089,5,9.503652,-6.3703704,7
MGYG000000250,Gut,2873,-4.103076,7.683095,5,11.419058,-5.600732,7
MGYG000000251,Gut,3273,-4.6200223,2.5218842,5,9.471849,-5.835532,7
MGYG000000252,Gut,3286,-6.006769,1.7832402,5,9.430865,-5.9156504,7
MGYG000000253,Gut,2310,-1.177373,11.447167,3,16.146093,2.04616,4
MGYG000000254,Gut,3490,1.4032677,5.0715804,4,-3.180462,16.685091,2
MGYG000000255,Gut,2870,-4.3116384,2.623756,5,9.007152,-4.9231453,7
MGYG000000256,Gut,2041,6.95348,2.8134472,1,12.412521,12.934026,1
MGYG000000257,Gut,1895,13.387359,3.0932782,0,11.709454,14.041988,1
MGYG000000258,Gut,1827,-3.0924282,7.0277233,5,1.7002144,-4.6911654,8
MGYG000000259,Gut,2871,-4.5394096,1.9782056,5,9.000251,-4.954956,7
MGYG000000260,Gut,1850,13.3921385,3.066988,0,11.69504,14.086836,1
MGYG000000261,Gut,1769,13.902576,3.204128,0,11.435174,14.558216,1
MGYG000000262,Gut,2831,-5.78242,2.0658581,5,9.703365,-6.2320724,7
MGYG000000263,Gut,3151,-5.553919,1.5161864,5,9.4664755,-5.8986883,7
MGYG000000264,Gut,2876,0.7789353,5.8565636,4,10.472305,5.8350697,4
MGYG000000265,Gut,3946,2.048002,4.83427,4,-2.9732385,15.744817,2
MGYG000000266,Gut,1877,13.340674,3.1244216,0,11.690545,14.052281,1
MGYG000000267,Gut,1735,-1.019107,11.351961,3,16.159395,2.0303037,4
MGYG000000268,Gut,3012,-6.066272,2.2096324,5,9.455931,-6.360958,7
MGYG000000269,Gut,2074,-1.7496796,12.105572,3,16.281984,1.9167485,4
MGYG000000270,Gut,1839,13.454309,3.2303457,0,11.665326,14.11226,1
MGYG000000271,Gut,3527,-6.0395074,2.0076354,5,11.187222,-5.304802,7
MGYG000000272,Gut,2955,3.1871307,6.7769585,4,-1.116198,17.49737,2
MGYG000000273,Gut,2800,2.0570147,4.423067,4,-2.396841,16.345196,2
MGYG000000274,Gut,3167,-4.547381,2.0941777,5,8.968473,-4.9600883,7
MGYG000000275,Gut,1899,13.426058,3.1093345,0,11.702917,14.013704,1
MGYG000000276,Gut,2511,1.422898,3.9197495,4,-6.4672894,-1.6045774,5
MGYG000000277,Gut,1826,1.1370829,10.699971,3,13.470604,4.1394887,4
MGYG000000278,Gut,4099,-4.835632,1.8402684,5,8.985875,-5.0203347,7
MGYG000000279,Gut,1816,0.7029402,14.20388,-1,-7.0409837,-0.9455379,5
MGYG000000280,Gut,2591,-5.5832157,2.0389674,5,11.126024,-5.4396887,7
MGYG000000281,Gut,4173,-3.9462445,1.9041482,5,8.675256,-5.17223,7
MGYG000000282,Gut,3063,-5.4949474,2.199529,5,11.487937,-5.661285,7
MGYG000000283,Gut,1255,14.689251,7.9342,0,11.624334,16.295189,1
MGYG000000284,Gut,4344,1.5235673,4.994682,4,-3.2649512,16.099228,2
MGYG000000285,Gut,2019,-3.0074627,2.797095,5,6.8372197,-3.2113907,8
MGYG000000286,Gut,758,-4.212883,12.135469,2,-5.887678,-9.429174,0
MGYG000000287,Gut,5563,-4.6509624,1.4645687,5,8.705847,-5.8217864,7
MGYG000000288,Gut,1715,14.380166,4.7018037,0,10.805768,15.066346,1
MGYG000000289,Gut,2151,3.3740377,6.274334,4,-0.9328316,17.219725,2
MGYG000000290,Gut,1686,14.145089,4.2118974,0,11.000247,15.295203,1
MGYG000000291,Gut,1364,6.253652,3.9331,1,13.401678,-13.94952,-1
MGYG000000292,Gut,1491,14.710402,7.7175417,0,11.626375,16.067415,1
MGYG000000293,Gut,1377,0.70864177,14.2082405,-1,-7.096475,-0.8780343,5
MGYG000000294,Gut,1515,-2.1083653,6.6733274,5,-6.7631702,-2.3217907,5
MGYG000000295,Gut,2504,-1.99415,2.6192772,5,5.151176,-4.1404767,8
MGYG000000296,Gut,1583,-3.7894998,10.793879,2,8.545941,-2.6440585,8
MGYG000000297,Gut,1106,-1.0533576,11.99852,3,-2.6260967,-15.183616,0
MGYG000000298,Gut,1529,1.1936072,11.047718,3,13.353101,3.9320297,4
MGYG000000299,Gut,1561,6.3106904,1.6100855,1,-6.451312,2.8219664,5
MGYG000000300,Gut,1086,6.369668,3.63977,1,13.396998,-13.95401,-1
MGYG000000301,Gut,2470,-5.358063,1.5248121,5,9.6838045,-5.815524,7
MGYG000000302,Gut,1729,14.049261,3.692023,0,11.094442,14.793241,1
MGYG000000303,Gut,1743,6.380815,1.130872,1,-6.452644,2.8100984,5
MGYG000000304,Gut,1341,6.2636943,4.010898,1,13.356613,-13.99577,-1
MGYG000000305,Gut,1677,3.114496,6.1744585,4,0.13009286,14.671722,3
MGYG000000307,Gut,1556,6.4500327,1.4594806,1,-6.4237113,3.1574042,5
MGYG000000308,Gut,1645,6.687933,2.2001302,1,-6.444171,2.8168638,5
MGYG000000309,Gut,1636,14.315892,4.452924,0,11.194821,15.842128,1
MGYG000000310,Gut,1493,-2.189577,6.812459,5,-6.763287,-2.2782154,5
MGYG000000311,Gut,1595,0.725786,14.222158,-1,-7.0621157,-0.9382694,5
MGYG000000312,Gut,2427,-3.9515169,2.4269454,5,10.468236,-5.3528438,7
MGYG000000313,Gut,1155,6.6802096,2.908808,1,12.430796,13.005453,1
MGYG000000314,Gut,1667,14.688246,6.3477983,0,10.980725,15.613704,1
MGYG000000315,Gut,1301,-2.807584,7.658224,5,-12.254376,1.6921778,-1
MGYG000000316,Gut,1919,-3.3196273,3.1303923,5,2.7082438,-4.751763,8
MGYG000000317,Gut,1936,3.4303021,-2.6895187,-1,-9.082564,8.758736,6
MGYG000000318,Gut,1452,1.1977456,11.104246,3,13.370862,3.9190352,4
MGYG000000319,Gut,2270,-1.5918804,2.303432,5,5.0236697,-4.8000517,8
MGYG000000320,Gut,1695,14.173586,3.9498534,0,11.306394,15.193029,1
MGYG000000321,Gut,1613,14.704112,6.792085,0,11.3181,15.897558,1
MGYG000000322,Gut,2569,1.4014436,5.0343847,4,-2.9871378,16.52174,2
MGYG000000323,Gut,3023,0.3682929,11.101714,3,12.838393,5.21152,4
MGYG000000324,Gut,1631,14.71647,6.659123,0,11.429108,15.622556,1
MGYG000000325,Gut,2712,-5.198411,1.8048874,5,10.997621,-5.238263,7
MGYG000000326,Gut,1925,6.3156176,1.4970466,1,-6.1776004,3.1074104,5
MGYG000000327,Gut,1434,14.732635,7.893471,0,11.454674,16.219511,1
MGYG000000328,Gut,1266,-3.576494,6.031814,5,2.4896605,-5.9781017,8
