Genome_ID,Microbiome,Gene_count,DNA_UMAP_1,DNA_UMAP_2,DNA_cluster,Functional_UMAP_1,Functional_UMAP_2,Functional_cluster
MGYG000000054,Gut,4112,1.2833612,8.551153,6,-10.123549,9.64364,3
MGYG000000055,Gut,2417,3.2907095,8.633962,6,-8.377277,11.08276,3
MGYG000000056,Gut,2518,3.188544,8.68912,6,-8.393068,11.118277,3
MGYG000000057,Gut,3544,1.4988887,8.692666,6,-9.9757595,9.412712,3
MGYG000000058,Gut,2972,-5.0457582,4.294077,4,8.197267,1.7775061,7
MGYG000000059,Gut,2583,-3.1277606,2.6795797,4,11.391312,-1.6333575,6
MGYG000000060,Gut,2905,-3.8647366,10.079253,4,7.747106,3.9049869,7
MGYG000000061,Gut,1767,13.8867,9.390275,0,7.9213815,16.440002,0
MGYG000000062,Gut,2678,-1.6289402,17.41043,2,10.315211,3.8917885,-1
MGYG000000063,Gut,3713,-4.66176,4.7644224,4,9.289768,1.2439712,7
MGYG000000064,Gut,2893,-0.78291684,17.336601,2,10.161131,4.108205,-1
MGYG000000065,Gut,2720,-6.724033,4.8282166,4,7.7735248,2.0063927,7
MGYG000000066,Gut,4824,-4.1537433,4.6616354,4,8.915205,1.549505,7
MGYG000000067,Gut,3282,-5.521538,4.523371,4,8.126445,1.539558,7
MGYG000000068,Gut,2741,-1.9606413,5.0654416,4,11.118029,-1.6175325,6
MGYG000000069,Gut,2550,-3.181263,4.475713,4,10.171338,-3.6882453,6
MGYG000000070,Gut,3556,-3.0774705,2.7234218,4,11.353757,-1.6705376,6
MGYG000000071,Gut,3344,-3.0560985,2.707027,4,11.372062,-1.6892813,6
MGYG000000072,Gut,2306,-3.1077483,9.660838,4,8.879668,-3.068768,6
MGYG000000073,Gut,2253,-2.5525045,4.1778073,4,10.377336,-3.7024584,6
MGYG000000074,Gut,2467,2.8635116,7.0768466,6,-6.565563,13.342525,3
MGYG000000075,Gut,2869,-0.8936683,17.301756,2,10.321998,3.933251,-1
MGYG000000076,Gut,3728,-6.5622787,4.7069597,4,8.012195,3.442463,7
MGYG000000077,Gut,2582,-6.272624,4.791283,4,7.839565,2.0175612,7
MGYG000000078,Gut,2608,-3.887169,10.1252775,4,7.7424664,3.932187,7
MGYG000000079,Gut,2657,-2.5537055,13.732618,3,-1.3163519,-5.246136,2
MGYG000000080,Gut,3124,-5.246307,4.636276,4,7.8345823,1.9936515,7
MGYG000000081,Gut,2162,7.3503785,5.7733297,1,-6.9342546,-10.079715,2
MGYG000000082,Gut,3133,3.4522574,-1.0005064,-1,-11.195821,-0.85892993,1
MGYG000000083,Gut,5358,-2.526816,13.814302,3,-1.3084099,-5.587052,2
MGYG000000084,Gut,2445,-1.9074261,3.7273946,4,12.179576,-4.242128,6
MGYG000000085,Gut,1704,14.391891,9.57607,0,7.147511,16.727465,0
MGYG000000086,Gut,2995,-3.1447077,2.6939847,4,11.370397,-1.6444019,6
MGYG000000087,Gut,3010,-4.219573,4.4364333,4,9.662248,2.1600401,7
MGYG000000088,Gut,1892,-3.526442,13.390925,3,13.434768,8.154664,5
MGYG000000089,Gut,2518,-3.4595077,9.409143,4,8.702923,-2.8910072,6
MGYG000000090,Gut,2938,-3.0506644,2.731134,4,11.330737,-1.6576707,6
MGYG000000091,Gut,5932,6.3493557,5.455111,1,-11.515607,-1.2659912,1
MGYG000000092,Gut,3191,-4.9143414,5.346237,4,8.426737,1.9198587,7
MGYG000000093,Gut,5633,6.133589,-2.376154,-1,-13.047259,-2.1436307,1
MGYG000000094,Gut,1833,13.97115,9.268646,0,8.05585,16.20267,0
MGYG000000095,Gut,4603,-4.2080274,4.6163363,4,8.859703,1.5373464,7
MGYG000000096,Gut,2182,-3.1820655,12.653888,3,11.365723,8.642078,5
MGYG000000097,Gut,1741,-3.112866,13.24342,3,11.386962,8.730747,5
MGYG000000098,Gut,3748,1.1784046,8.4443,6,-10.0896845,9.604338,3
MGYG000000099,Gut,3565,-3.130306,2.6752396,4,11.36638,-1.6175143,6
MGYG000000100,Gut,2373,-2.2329502,13.920915,3,2.3305807,1.4993776,4
MGYG000000101,Gut,2197,6.3278346,6.593794,1,-6.517776,-10.225531,2
MGYG000000102,Gut,3422,-1.0002031,17.331648,2,10.275137,3.9604218,-1
MGYG000000103,Gut,3362,-4.0805697,4.531828,4,9.280082,1.2729192,7
MGYG000000104,Gut,3185,-0.7577151,17.340376,2,10.101198,4.11133,-1
MGYG000000105,Gut,3132,1.4642427,8.468581,6,-9.841628,9.244656,3
MGYG000000106,Gut,2906,-2.8788953,13.640396,3,12.039194,8.084564,5
MGYG000000107,Gut,5273,6.1292877,-2.3771927,-1,-13.034631,-2.152787,1
MGYG000000108,Gut,4302,5.7356453,-1.8434036,-1,-13.044844,-2.7107985,1
MGYG000000109,Gut,1847,-3.5565438,14.090809,3,13.578922,8.292869,5
MGYG000000110,Gut,4262,5.812592,-1.9194001,-1,-12.9688425,-2.5563192,1
MGYG000000111,Gut,2119,6.734911,6.3452764,1,-6.034791,-10.103989,2
MGYG000000112,Gut,2514,6.36159,6.606939,1,-5.915295,-10.1447525,2
MGYG000000113,Gut,1881,-3.824018,13.459381,3,13.468914,8.118611,5
MGYG000000114,Gut,1822,-3.55518,14.097341,3,13.598122,8.2905655,5
MGYG000000115,Gut,3135,-1.0527244,17.09067,2,10.317608,3.901306,-1
MGYG000000116,Gut,2858,-2.659624,13.667667,3,-1.3508099,-5.372293,2
MGYG000000117,Gut,2620,1.3477505,7.9996114,6,-8.464782,10.631501,3
MGYG000000118,Gut,2696,-4.230953,4.646478,4,8.26427,1.8131192,7
MGYG000000119,Gut,3181,-5.7319536,4.354156,4,8.394416,1.9584317,7
MGYG000000120,Gut,1913,-3.3322668,16.209661,2,12.222171,1.8399111,7
MGYG000000121,Gut,3735,-3.337147,4.7407184,4,8.910891,1.3799388,7
MGYG000000122,Gut,2334,-1.9803466,14.597007,3,-1.1603359,-4.779958,2
MGYG000000123,Gut,4939,-4.749054,4.2716084,4,8.879507,1.5355402,7
MGYG000000124,Gut,4654,5.718707,-1.8331957,-1,-13.059055,-2.6569855,1
MGYG000000125,Gut,3004,-1.7480369,16.805971,2,10.270967,3.980914,-1
MGYG000000126,Gut,3729,-3.3337004,4.8768334,4,9.299593,1.232642,7
MGYG000000127,Gut,5327,-3.7331252,4.868692,4,8.927662,1.5401211,7
MGYG000000128,Gut,2293,2.8211896,7.0791006,6,-6.554575,13.2868185,3
MGYG000000129,Gut,2333,-3.1389892,4.6196084,4,9.941703,-3.5775375,6
MGYG000000130,Gut,1720,-0.5005723,7.129303,4,12.116549,1.8351495,7
MGYG000000131,Gut,2977,-2.2910573,5.015454,4,10.955942,-1.9887816,6
MGYG000000132,Gut,2621,-2.3558285,13.677769,3,15.955076,6.8321896,5
MGYG000000133,Gut,2948,-5.866149,4.2733126,4,8.3210535,1.9944941,7
MGYG000000134,Gut,2932,-1.0828621,14.492499,3,15.977887,6.8146596,5
MGYG000000135,Gut,4631,-4.664085,4.2297263,4,8.932134,1.5465922,7
MGYG000000136,Gut,3421,-6.3769913,4.927158,4,7.8554316,3.5313563,7
MGYG000000137,Gut,3432,-5.067409,5.305882,4,8.433566,1.91296,7
MGYG000000138,Gut,3792,1.4375361,7.944762,6,-10.386942,9.2061825,3
MGYG000000139,Gut,2256,-3.6031332,10.365835,4,7.229549,3.407152,7
MGYG000000140,Gut,2939,-6.6053658,4.6227546,4,8.228641,1.9370911,7
MGYG000000141,Gut,3181,-5.987436,4.4060907,4,8.387093,1.8471295,7
MGYG000000142,Gut,3055,-6.0416784,4.3122363,4,8.386949,1.9055537,7
MGYG000000143,Gut,2475,-2.0254395,14.329834,3,10.164221,4.0877786,-1
MGYG000000144,Gut,2489,1.5847548,7.777566,6,-8.263681,10.830585,3
MGYG000000145,Gut,4051,-4.679228,4.0925536,4,9.298323,2.0927417,7
MGYG000000146,Gut,3147,-6.62477,4.7807736,4,8.123759,1.6345385,7
MGYG000000147,Gut,4130,-2.3009193,6.5511374,4,-1.2989106,-5.5598345,2
MGYG000000148,Gut,2558,-6.600796,4.937459,4,7.925675,1.7362887,7
MGYG000000149,Gut,3375,-0.7780889,17.32002,2,10.10247,4.090223,-1
MGYG000000150,Gut,6531,-4.322537,4.70384,4,9.089905,1.7070142,7
MGYG000000151,Gut,3141,-0.8989345,17.179003,2,10.192214,4.0359936,-1
MGYG000000152,Gut,5451,-4.6226497,4.073809,4,9.249664,1.8852319,7
MGYG000000153,Gut,2708,-5.0177555,5.348635,4,7.919926,3.5295095,7
MGYG000000154,Gut,2694,-6.0584655,4.62716,4,7.8455353,3.562923,7
MGYG000000155,Gut,1957,1.8544465,5.052643,5,11.366721,8.693299,5
MGYG000000156,Gut,1849,14.027911,9.269755,0,8.269899,16.26951,0
MGYG000000157,Gut,3137,-0.9641245,17.326756,2,10.296943,3.9505744,-1
MGYG000000158,Gut,1867,13.946855,9.294604,0,8.316451,16.242613,0
MGYG000000159,Gut,2955,-5.4507565,4.863099,4,8.097898,1.6575369,7
MGYG000000160,Gut,1681,5.1062055,6.3528643,5,10.551828,15.714915,0
MGYG000000161,Gut,1965,-3.1192324,12.748886,3,11.405413,9.235925,5
MGYG000000162,Gut,2951,-2.8679976,13.621344,3,12.04697,8.075797,5
MGYG000000163,Gut,2589,-3.3634017,13.89622,3,12.0447035,8.089921,5
MGYG000000164,Gut,2846,-6.5531735,4.6226654,4,8.020363,1.6856086,7
MGYG000000165,Gut,3525,-4.381914,4.836407,4,8.614357,1.4204665,7
MGYG000000166,Gut,1830,1.6202345,4.7879353,5,11.267242,8.577486,5
MGYG000000167,Gut,1860,13.917215,9.355024,0,8.254611,16.243135,0
MGYG000000168,Gut,3884,1.1918006,7.4203377,6,-10.585129,8.626659,3
MGYG000000169,Gut,2348,-3.591523,10.2776,4,7.2399035,3.4019587,7
MGYG000000170,Gut,2418,2.6208534,7.055457,6,-6.6723695,13.242476,3
MGYG000000171,Gut,3165,-6.5375333,4.5525856,4,8.358479,1.8750703,7
MGYG000000172,Gut,5455,-3.215503,3.590558,4,9.358997,1.9048715,7
MGYG000000173,Gut,1800,-1.4496882,13.913887,3,15.580441,7.0789876,5
MGYG000000174,Gut,4668,1.254013,7.938394,6,-10.367892,9.277835,3
MGYG000000175,Gut,4371,-4.5139213,4.552514,4,8.810776,1.4881446,7
MGYG000000176,Gut,5135,-4.9750323,4.4866176,4,8.83674,1.4741664,7
MGYG000000177,Gut,2254,-5.0118413,4.8486385,4,11.277111,-1.0239257,6
MGYG000000178,Gut,2766,-3.018234,2.655892,4,11.366938,-1.6165652,6
MGYG000000179,Gut,5336,-4.206639,4.070388,4,9.339068,1.8851103,7
MGYG000000180,Gut,1947,13.914889,9.274868,0,8.278599,16.226696,0
MGYG000000181,Gut,2672,-6.5616417,4.871749,4,7.9721756,1.7118386,7
MGYG000000182,Gut,2223,3.7306058,8.411228,6,2.299275,1.5251008,4
MGYG000000183,Gut,4092,1.1645455,7.414879,6,-10.611527,8.604018,3
MGYG000000184,Gut,3241,-6.2145076,4.26807,4,8.335535,1.9106584,7
MGYG000000185,Gut,2843,-2.0219872,5.439037,4,11.104635,-1.6042774,6
MGYG000000186,Gut,2042,-1.5800967,13.950426,3,15.757852,7.007116,5
MGYG000000187,Gut,2720,-3.8543155,10.115973,4,7.737066,3.9420023,7
MGYG000000188,Gut,1831,13.852807,9.50138,0,8.20012,16.265432,0
MGYG000000189,Gut,2426,-6.2047963,4.884551,4,7.3094516,3.678677,7
MGYG000000190,Gut,2447,-6.2236953,5.0626125,4,7.3609805,3.6778028,7
MGYG000000191,Gut,2691,-1.5030191,7.1796384,4,-1.3935996,-5.3767123,2
MGYG000000192,Gut,3109,-2.5370376,6.0630693,4,15.9469595,6.8396807,5
MGYG000000193,Gut,3619,-6.0354824,4.930919,4,8.517661,2.065318,7
MGYG000000194,Gut,3127,-4.9261675,4.7561073,4,9.618017,2.1442466,7
MGYG000000195,Gut,2910,-1.9783987,3.334495,4,12.515557,-4.473442,6
MGYG000000196,Gut,4815,1.13904,8.457591,6,-10.131855,9.658007,3
MGYG000000197,Gut,1878,13.966829,9.239053,0,8.086277,16.186245,0
MGYG000000198,Gut,5696,-4.2253904,4.0934424,4,9.324396,1.8926382,7
MGYG000000199,Gut,1857,-3.5465062,14.112884,3,13.666028,8.300595,5
MGYG000000200,Gut,3648,-6.255561,4.3432856,4,8.422542,1.9240514,7
MGYG000000201,Gut,4038,-5.7209115,4.457088,4,8.459806,1.8813345,7
MGYG000000202,Gut,4222,-4.2442555,4.69342,4,8.895155,1.6094128,7
MGYG000000203,Gut,3431,1.1851661,7.435352,6,-10.58509,8.62628,3
MGYG000000204,Gut,2147,-3.5668402,10.40738,4,7.224153,3.366619,7
MGYG000000205,Gut,3262,-4.8016505,5.406785,4,9.633258,2.1676972,7
MGYG000000206,Gut,2733,-6.3051324,4.7087,4,8.036696,1.6698083,7
MGYG000000207,Gut,1800,14.424718,9.56137,0,8.139698,16.381937,0
MGYG000000208,Gut,2313,-3.5825927,10.371479,4,7.243267,3.4121094,7
MGYG000000209,Gut,2558,-6.236706,5.0678,4,7.4495826,3.7050178,7
MGYG000000210,Gut,1806,13.944424,9.30445,0,8.176051,16.381851,0
MGYG000000211,Gut,4778,1.2064993,8.620801,6,-10.120345,9.647969,3
MGYG000000212,Gut,3223,-6.513535,4.5460396,4,8.391128,1.9022973,7
MGYG000000213,Gut,3934,-6.322606,4.3569074,4,8.447306,1.9084954,7
MGYG000000214,Gut,1855,1.6926196,14.150281,-1,1.5933261,1.1782393,4
MGYG000000215,Gut,2570,3.1028302,9.354776,6,-8.341655,7.9102354,3
MGYG000000216,Gut,3532,-6.187443,4.302834,4,8.395448,1.9368495,7
MGYG000000217,Gut,3476,-5.581173,4.566664,4,8.244045,3.3760676,7
MGYG000000218,Gut,2044,-3.2378154,3.320954,4,2.4106882,2.1816413,4
MGYG000000219,Gut,3606,-3.356836,4.741029,4,8.933688,1.3395205,7
MGYG000000220,Gut,2692,-2.8195465,2.8004992,4,11.315978,-2.0462277,6
MGYG000000221,Gut,2740,1.3049009,8.258496,6,-10.186267,9.072406,3
MGYG000000222,Gut,3219,1.3053136,8.1564865,6,-10.3277025,9.125085,3
MGYG000000223,Gut,3944,-1.5892768,13.816464,3,15.954448,6.831711,5
MGYG000000224,Gut,2935,1.4315317,8.624595,6,-9.856334,9.2379265,3
MGYG000000225,Gut,1810,3.0321786,5.909711,5,-9.659845,0.27593058,1
MGYG000000226,Gut,2087,-3.502965,13.428651,3,13.286953,8.214307,5
MGYG000000227,Gut,4489,-2.2526872,6.5331764,4,-1.3029202,-5.578349,2
MGYG000000228,Gut,1870,13.923069,9.2804,0,8.288097,16.272322,0
MGYG000000229,Gut,2462,-6.5880995,4.780817,4,7.900286,1.6866262,7
MGYG000000230,Gut,1826,-3.6064594,13.608017,3,13.325401,8.239463,5
MGYG000000231,Gut,2507,-3.9727066,9.869047,4,7.272695,3.6800961,7
MGYG000000232,Gut,1857,13.982668,9.27325,0,8.275182,16.238697,0
MGYG000000233,Gut,2854,-4.746326,5.4554343,4,9.637629,2.1714647,7
MGYG000000234,Gut,2046,-1.5273626,14.585884,3,12.974888,8.172549,5
MGYG000000235,Gut,4541,5.68181,-2.515734,-1,-12.848423,-2.356253,1
MGYG000000236,Gut,4201,1.0849494,8.406289,6,-10.092747,9.609639,3
MGYG000000237,Gut,1883,14.100855,9.318569,0,8.20037,16.23673,0
MGYG000000238,Gut,3213,-2.879795,13.634419,3,12.017553,8.0958805,5
MGYG000000239,Gut,1834,14.011431,9.307229,0,8.176172,16.340902,0
MGYG000000240,Gut,2377,-1.5216763,13.986745,3,15.833688,6.9411154,5
MGYG000000241,Gut,2187,-1.7539728,3.9225485,4,3.2684164,8.134747,3
MGYG000000242,Gut,3332,-5.1812105,4.203461,4,9.563274,2.1524868,7
MGYG000000243,Gut,3092,1.2628449,8.6707945,6,-9.890577,9.207,3
MGYG000000244,Gut,2242,-1.2702415,13.918611,3,15.903258,6.8835235,5
MGYG000000245,Gut,3601,-6.5580363,4.719702,4,7.981852,3.4601755,7
MGYG000000246,Gut,2040,-3.5210578,13.397361,3,13.426696,8.140685,5
MGYG000000247,Gut,1402,5.1262674,6.3943386,5,10.668895,15.709996,0
MGYG000000248,Gut,2025,1.8373752,5.0439444,5,11.404462,8.584433,5
MGYG000000249,Gut,2746,-6.7102904,4.7544994,4,8.0502825,1.7234879,7
MGYG000000250,Gut,2873,-3.6994746,9.987788,4,7.573741,3.613384,7
MGYG000000251,Gut,3273,-5.0337915,5.2950845,4,8.450048,1.9827174,7
MGYG000000252,Gut,3286,-6.6071315,4.5850744,4,8.357707,1.853211,7
MGYG000000253,Gut,2310,-1.6417323,13.911995,3,15.741823,7.0176888,5
MGYG000000254,Gut,3490,1.3054395,7.795242,6,-10.550298,8.661956,3
MGYG000000255,Gut,2870,-4.7687197,5.4371657,4,9.671518,2.1814225,7
MGYG000000256,Gut,2041,5.531688,6.7271643,5,10.779105,15.580027,0
MGYG000000257,Gut,1895,13.97389,9.370111,0,8.289569,16.250134,0
MGYG000000258,Gut,1827,-2.7830336,9.302706,4,9.47842,-3.2692738,6
MGYG000000259,Gut,2871,-5.0370245,4.741704,4,9.646537,2.1667328,7
MGYG000000260,Gut,1850,13.958175,9.333674,0,8.226918,16.294542,0
MGYG000000261,Gut,1769,14.492553,9.488593,0,7.8486085,16.546463,0
MGYG000000262,Gut,2831,-6.2726197,4.761563,4,7.967337,1.8866211,7
MGYG000000263,Gut,3151,-6.1428733,4.3022985,4,8.327185,1.9372674,7
MGYG000000264,Gut,2876,1.3707964,7.3227105,6,-1.3259448,-5.3161583,2
MGYG000000265,Gut,3946,1.1427583,8.536604,6,-10.068624,9.598789,3
MGYG000000266,Gut,1877,13.894167,9.382907,0,8.26356,16.211075,0
MGYG000000267,Gut,1735,-1.8926318,13.708866,3,15.721736,7.0273075,5
MGYG000000268,Gut,3012,-6.5554404,4.904353,4,8.035323,1.7007396,7
MGYG000000269,Gut,2074,-1.1308933,14.568466,3,15.906001,6.881333,5
MGYG000000270,Gut,1839,13.935586,9.444849,0,8.210128,16.27433,0
MGYG000000271,Gut,3527,-6.5740266,4.7507005,4,7.9842777,3.4798434,7
MGYG000000272,Gut,2955,3.211916,10.106295,6,-8.617688,7.6668625,3
MGYG000000273,Gut,2800,0.8937767,8.607504,6,-9.667278,8.8750925,3
MGYG000000274,Gut,3167,-5.069359,4.827623,4,9.617942,2.1801152,7
MGYG000000275,Gut,1899,13.947193,9.296755,0,8.289253,16.223492,0
MGYG000000276,Gut,2511,0.18674245,7.306441,4,2.2493162,1.6893449,4
MGYG000000277,Gut,1826,-3.6843636,13.4153595,3,13.451102,8.150186,5
MGYG000000278,Gut,4099,-5.3149357,4.5861707,4,9.53514,2.1474342,7
MGYG000000279,Gut,1816,1.7006418,14.141103,-1,1.5908775,1.1789743,4
MGYG000000280,Gut,2591,-6.056297,4.8093104,4,7.9147162,3.5497868,7
MGYG000000281,Gut,4173,-4.3512363,4.75232,4,9.446515,1.9898231,7
MGYG000000282,Gut,3063,-5.933502,4.974071,4,7.522193,3.6228204,7
MGYG000000283,Gut,1255,14.987575,13.892162,0,7.0153356,17.851065,0
MGYG000000284,Gut,4344,1.2296274,7.9711185,6,-10.39708,9.277461,3
MGYG000000285,Gut,2019,-3.1411226,5.5328307,4,11.595859,0.5778305,7
MGYG000000286,Gut,758,-1.2454982,17.263117,2,3.1651988,-9.552261,-1
MGYG000000287,Gut,5563,-5.0650134,4.2935286,4,8.9356785,1.5344375,7
MGYG000000288,Gut,1715,14.599463,10.982362,0,7.157397,16.600842,0
MGYG000000289,Gut,2151,2.8239057,9.580871,6,-8.133618,7.84701,3
MGYG000000290,Gut,1686,14.491306,10.448877,0,7.066878,16.885597,0
MGYG000000291,Gut,1364,4.4209514,5.4547772,5,15.069397,14.261896,0
MGYG000000292,Gut,1491,14.951918,13.675955,0,7.0124288,17.521137,0
MGYG000000293,Gut,1377,1.7141055,14.165139,-1,1.5277426,1.1146382,4
MGYG000000294,Gut,1515,-3.008118,6.9116974,4,2.365346,2.4920487,4
MGYG000000295,Gut,2504,-2.3348973,4.96168,4,10.758042,-2.206924,6
MGYG000000296,Gut,1583,-2.8643918,15.730811,2,11.657793,1.6355938,7
MGYG000000297,Gut,1106,-1.7547802,14.391893,3,9.672156,-14.136846,-1
MGYG000000298,Gut,1529,-4.023657,13.82048,3,13.783145,8.439624,5
MGYG000000299,Gut,1561,7.175894,5.978218,1,-5.632037,-10.297113,2
MGYG000000300,Gut,1086,4.804755,5.9714184,5,15.038366,14.225305,0
MGYG000000301,Gut,2470,-5.942685,4.2850986,4,8.262593,2.1103246,7
MGYG000000302,Gut,1729,14.463242,9.970339,0,7.4238505,16.524,0
MGYG000000303,Gut,1743,8.442922,5.266093,1,-5.497389,-10.43908,2
MGYG000000304,Gut,1341,4.3097515,5.3288608,5,15.087267,14.274,0
MGYG000000305,Gut,1677,2.4454272,9.197843,6,-7.2228127,11.06172,3
MGYG000000307,Gut,1556,7.723123,6.1443305,1,-6.2393174,-10.739849,2
MGYG000000308,Gut,1645,6.3046913,6.583153,1,-5.6610627,-10.226951,2
MGYG000000309,Gut,1636,14.625666,10.76196,0,6.9338346,17.431265,0
MGYG000000310,Gut,1493,-3.0055265,6.979632,4,2.3441596,2.4585683,4
MGYG000000311,Gut,1595,1.7182678,14.173349,-1,1.5820295,1.1806995,4
MGYG000000312,Gut,2427,-4.4053273,5.233866,4,8.335195,2.9923353,7
MGYG000000313,Gut,1155,5.4216933,6.4864016,5,10.62784,15.690895,0
MGYG000000314,Gut,1667,14.80419,12.499168,0,6.854046,17.07616,0
MGYG000000315,Gut,1301,-2.3861268,9.7306185,4,-0.32546848,17.32946,0
MGYG000000316,Gut,1919,-1.3552352,9.457465,4,10.273294,-3.78363,6
MGYG000000317,Gut,1936,3.7891617,-1.1017816,-1,-10.966929,0.47601092,1
MGYG000000318,Gut,1452,-4.032193,13.821137,3,13.757816,8.424353,5
MGYG000000319,Gut,2270,-2.592471,5.177981,4,11.918719,-4.0627303,6
MGYG000000320,Gut,1695,14.557961,10.300615,0,7.25364,16.991802,0
MGYG000000321,Gut,1613,14.867413,12.732235,0,6.795746,17.44836,0
MGYG000000322,Gut,2569,1.301119,7.772045,6,-10.377212,8.746932,3
MGYG000000323,Gut,3023,-2.8935568,13.619912,3,12.021123,8.096446,5
MGYG000000324,Gut,1631,14.88596,12.699657,0,7.169078,17.220482,0
MGYG000000325,Gut,2712,-5.7396717,4.50639,4,8.202426,3.4175801,7
MGYG000000326,Gut,1925,7.4600363,5.8725624,1,-6.3585997,-10.534783,2
MGYG000000327,Gut,1434,14.984303,13.852127,0,6.9492,17.830431,0
MGYG000000328,Gut,1266,-3.3445144,8.431884,4,9.539788,-4.804215,6
MGYG000000330,Gut,2252,1.7742022,4.9366713,5,11.531743,8.450456,5
MGYG000000331,Gut,1670,14.570519,10.801609,0,6.8630075,17.144737,0
MGYG000000332,Gut,931,-1.0199056,15.308122,3,9.36185,-13.801407,-1
